"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"55" "1989-04-01" "1246950" 1.2 21 1 22 0.000132117849121416
"56" "1989-04-01" "20569" 0 0 3 3 0.000135226504394861
"57" "1989-04-01" "28889" 0 0 2 2 0.000133654103180968
"58" "1989-04-01" "8411" 0 3 0 3 0.000130616509926855
"59" "1989-04-01" "736600" 0 0 3 3 0.000135226504394861
"60" "1989-04-01" "1215216" 0 4 0 4 0.000130616509926855
"61" "1989-04-01" "10974" 0.2 3 4 7 0.000136836343732895
"62" "1989-04-01" "622826" 1 1 3 4 0.000135226504394861
"63" "1989-04-01" "353127" 0 0 3 3 0.000136817622109728
"64" "1989-04-01" "389095" 0 0 3 3 0.000135226504394861
"65" "1989-04-01" "938990" 0 0 7 7 0.000141904356463743
"66" "1989-04-01" "518372" 0 1 0 1 0.000130616509926855
"67" "1989-04-01" "30312" 6 2 6 8 0.000141864094197759
"68" "1989-04-01" "760676" 2.5 4 3 7 0.000135226504394861
"69" "1989-04-01" "713314" 0 0 3 3 0.000136817622109728
"70" "1989-04-01" "548966" 0 1 1 2 0.000132117849121416
"71" "1989-04-01" "350700" 0 6 3 9 0.000135171668018383
"72" "1989-04-01" "698853" 0 0 3 3 0.000135226504394861
"73" "1989-04-01" "700646" 0 1 0 1 0.000130616509926855
"74" "1989-04-01" "509048" 0 0 1 1 0.000132117849121416
"75" "1989-04-01" "351733" 0 2 0 2 0.000130616509926855
"76" "1989-04-01" "1246082" 0 2 0 2 0.000130616509926855
"77" "1989-04-01" "511989" 0 0 1 1 0.000135189941868325
"78" "1989-04-01" "812288" 0 0 0 0 0.000130616509926855
"79" "1989-04-01" "546429" 0 2 0 2 0.000130616509926855
"80" "1989-04-01" "2130019" 0 1 0 1 0.000130616509926855
"81" "1989-04-01" "355841" 0 3 0 3 0.000130616509926855
"82" "1989-04-01" "18694" 0 0 3 3 0.000135226504394861
"83" "1989-04-01" "509955" 0 0 1 1 0.000132117849121416
"84" "1989-04-01" "696077" 0 1 0 1 0.000130616509926855
"85" "1989-04-01" "371086" 0 0 4 4 0.000136817622109728
"86" "1989-04-01" "708481" 2 1 5 6 0.00013848497438028
"87" "1989-04-01" "1610611" 0 1 1 2 0.0001383700013837
"88" "1989-04-01" "29198" 0 0 4 4 0.000140134529147982
