"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1987-01-01" "15505" 0 1 3 4 0.000210084033613445
"2" "1987-01-01" "399255" 0 1 1 2 0.000204081632653061
"3" "1987-01-01" "392344" 0 0 4 4 0.000216403375892664
"4" "1987-01-01" "395155" 3 2 4 6 0.000216262975778547
"5" "1987-01-01" "458387" 0 0 1 1 0.000204081632653061
"6" "1987-01-01" "18584" 0 0 5 5 0.000230202578268877
"7" "1987-01-01" "23448" 0 1 1 2 0.0002040399918384
"8" "1987-01-01" "399390" 0 0 5 5 0.000230202578268877
"9" "1987-01-01" "458908" 5 4 4 8 0.000213128729752771
"10" "1987-01-01" "399257" 0 3 1 4 0.000206996481059822
"11" "1987-01-01" "17953" 0 7 1 8 0.000204081632653061
"12" "1987-01-01" "399268" 0 0 3 3 0.000213174163291409
"13" "1987-01-01" "399777" 33.6666666666667 3 5 8 0.000222915737851092
"14" "1987-01-01" "18984" 0 0 3 3 0.000226449275362319
"15" "1987-01-01" "390574" 0 0 3 3 0.000226295541977823
"16" "1987-01-01" "390192" 0 0 3 3 0.000213174163291409
"17" "1987-01-01" "391216" 0 1 2 3 0.000206996481059822
"18" "1987-01-01" "399790" 35.6666666666667 15 2 17 0.000222816399286988
"19" "1987-01-01" "15409" 2 9 1 10 0.000204081632653061
"20" "1987-01-01" "15667" 33.5833333333333 8 5 13 0.000223015165031222
"21" "1987-01-01" "1878992" 0 2 4 6 0.000226551880380607
"22" "1987-01-01" "391863" 0 1 0 1 0.000201207243460765
"23" "1987-01-01" "1127363" 0 0 1 1 0.000204081632653061
"24" "1987-01-01" "391870" 0 2 2 4 0.000216216216216216
"25" "1987-01-01" "399296" 0 0 3 3 0.000213174163291409
"26" "1987-01-01" "722354" 0 0 1 1 0.000204081632653061
"27" "1987-01-01" "337983" 1 1 1 2 0.000206996481059822
"28" "1987-01-01" "1475529" 3.5 1 4 5 0.000216403375892664
"29" "1987-01-01" "392520" 0 0 4 4 0.000213219616204691
"30" "1987-01-01" "668234" 0 4 3 7 0.000212992545260916
"31" "1987-01-01" "662090" 0 0 1 1 0.000204081632653061
"32" "1987-01-01" "399809" 0 7 0 7 0.000201207243460765
"33" "1987-01-01" "399937" 0 0 1 1 0.000225988700564972
"34" "1987-01-01" "1501489" 0 0 0 0 0.000201207243460765
"35" "1987-01-01" "469712" 0 1 0 1 0.000201207243460765
"36" "1987-01-01" "14922" 6.75 2 4 6 0.00022306491188936
"37" "1987-01-01" "399307" 1.25 5 1 6 0.000222518914107699
"38" "1987-01-01" "29006" 0 0 3 3 0.000210084033613445
"39" "1987-01-01" "1474364" 0 1 0 1 0.000201207243460765
"40" "1987-01-01" "399320" 2 1 3 4 0.000216356555603635
"41" "1987-01-01" "448979" 0 0 2 2 0.00020703933747412
"42" "1987-01-01" "733406" 0 2 0 2 0.000201207243460765
"43" "1987-01-01" "1474785" 0 1 0 1 0.000201207243460765
"44" "1987-01-01" "20063" 0 0 2 2 0.00020703933747412
"45" "1987-01-01" "1483479" 0 0 2 2 0.00020703933747412
"46" "1987-01-01" "389986" 0 4 1 5 0.0002040399918384
"47" "1987-01-01" "15462" 0 2 2 4 0.00020703933747412
"48" "1987-01-01" "458851" 0 0 1 1 0.000229673863114378
"49" "1987-01-01" "15719" 0.5 3 3 6 0.000216216216216216
"50" "1987-01-01" "392164" 0 1 1 2 0.000204081632653061
"51" "1987-01-01" "390755" 3 2 4 6 0.000216262975778547
"52" "1987-01-01" "511329" 0.5 1 4 5 0.000216403375892664
"53" "1987-01-01" "22761" 0 0 2 2 0.00020703933747412
"54" "1987-01-01" "17642" 0 2 0 2 0.000201207243460765
"55" "1987-01-01" "399340" 0 2 2 4 0.000210039907582441
"56" "1987-01-01" "16879" 0 0 2 2 0.000226039783001808
"57" "1987-01-01" "391275" 8 1 5 6 0.000226449275362319
"58" "1987-01-01" "399735" 0 1 0 1 0.000201207243460765
"59" "1987-01-01" "1505288" 0 1 2 3 0.000210039907582441
"60" "1987-01-01" "454260" 0 8 0 8 0.000201207243460765
"61" "1987-01-01" "396914" 0 0 3 3 0.000226449275362319
"62" "1987-01-01" "1334158" 0 2 0 2 0.000201207243460765
"63" "1987-01-01" "17537" 0.583333333333333 3 1 4 0.000222617987533393
"64" "1987-01-01" "390790" 0 4 1 5 0.0002040399918384
"65" "1987-01-01" "28290" 3 1 4 5 0.000216403375892664
"66" "1987-01-01" "487558" 0 9 0 9 0.000201207243460765
"67" "1987-01-01" "391042" 8 7 3 10 0.000222866057499443
"68" "1987-01-01" "399245" 9 10 1 11 0.000204081632653061
"69" "1987-01-01" "390543" 0 0 3 3 0.000210039907582441
"70" "1987-01-01" "399243" 0 0 1 1 0.000206996481059822
"71" "1987-01-01" "1028483" 0 0 5 5 0.000219490781387182
