"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1991-04-01" "360725" 1 1 3 4 0.00040016006402561
"2" "1991-04-01" "439317" 0 7 0 7 0.000377073906485671
"3" "1991-04-01" "425493" 0 1 0 1 0.000377073906485671
"4" "1991-04-01" "583197" 0 3 1 4 0.000384467512495194
"5" "1991-04-01" "416529" 0 0 1 1 0.000384467512495194
"6" "1991-04-01" "389011" 0 2 0 2 0.000377073906485671
"7" "1991-04-01" "351520" 0 0 2 2 0.000392156862745098
"8" "1991-04-01" "831249" 0 1 2 3 0.000392156862745098
"9" "1991-04-01" "7454" 0 1 2 3 0.000392156862745098
"10" "1991-04-01" "424860" 0 0 1 1 0.000384467512495194
"11" "1991-04-01" "2719" 0 6 0 6 0.000377073906485671
"12" "1991-04-01" "413850" 0 0 1 1 0.000384467512495194
"13" "1991-04-01" "622890" 0 0 3 3 0.00040016006402561
"14" "1991-04-01" "573103" 0 0 1 1 0.000384467512495194
"15" "1991-04-01" "1040937" 0 0 2 2 4e-04
"16" "1991-04-01" "2603" 0 1 2 3 0.000392156862745098
"17" "1991-04-01" "350128" 0 2 0 2 0.000377073906485671
"18" "1991-04-01" "1040934" 1 2 1 3 0.000384467512495194
"19" "1991-04-01" "17453" 0 3 0 3 0.000377073906485671
"20" "1991-04-01" "14639" 0 1 0 1 0.000377073906485671
"21" "1991-04-01" "878883" 0 0 1 1 0.000384467512495194
"22" "1991-04-01" "1743435" 0 0 1 1 0.000399361022364217
"23" "1991-04-01" "7474" 0 0 3 3 0.00040016006402561
"24" "1991-04-01" "1743561" 0 1 0 1 0.000377073906485671
"25" "1991-04-01" "1028794" 0 3 1 4 0.000384467512495194
"26" "1991-04-01" "1974088" 0 1 0 1 0.000377073906485671
"27" "1991-04-01" "1040946" 0 2 0 2 0.000377073906485671
"28" "1991-04-01" "813747" 0 0 1 1 0.000384467512495194
"29" "1991-04-01" "362952" 2 1 2 3 0.000392156862745098
"30" "1991-04-01" "409157" 0 0 3 3 0.00040016006402561
"31" "1991-04-01" "1643698" 0 2 1 3 0.000384467512495194
"32" "1991-04-01" "14922" 0 0 1 1 0.000384467512495194
"33" "1991-04-01" "959171" 0 2 1 3 0.000384467512495194
"34" "1991-04-01" "14552" 0 0 3 3 0.00040016006402561
"35" "1991-04-01" "362202" 0 0 3 3 0.00040016006402561
"36" "1991-04-01" "1109969" 0 1 1 2 0.000384467512495194
"37" "1991-04-01" "415080" 0 1 2 3 0.000392156862745098
"38" "1991-04-01" "1109971" 0 1 2 3 0.000392156862745098
"39" "1991-04-01" "362978" 0 1 0 1 0.000377073906485671
"40" "1991-04-01" "357857" 0 0 3 3 0.00040016006402561
"41" "1991-04-01" "425839" 0 2 1 3 0.000384467512495194
"42" "1991-04-01" "414191" 0 1 0 1 0.000377073906485671
"43" "1991-04-01" "350700" 0 1 2 3 0.000392156862745098
"44" "1991-04-01" "1110146" 0 12 0 12 0.000377073906485671
"45" "1991-04-01" "1911" 0 0 1 1 0.000384467512495194
"46" "1991-04-01" "1100937" 0 4 1 5 0.000384467512495194
"47" "1991-04-01" "6022" 0 0 1 1 0.000384467512495194
"48" "1991-04-01" "949641" 0 0 2 2 0.000392156862745098
"49" "1991-04-01" "361603" 0 0 3 3 0.000408329930583912
"50" "1991-04-01" "1110009" 0 0 1 1 0.000384467512495194
"51" "1991-04-01" "1676" 0 0 2 2 0.000392156862745098
"52" "1991-04-01" "1110014" 0 0 2 2 0.000392156862745098
