"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1990-04-01" "372373" 0 1 3 4 0.000252016129032258
"2" "1990-04-01" "3092" 0 0 2 2 0.000248015873015873
"3" "1990-04-01" "29977" 0 0 2 2 0.000260213374967473
"4" "1990-04-01" "508447" 0 0 3 3 0.000255493101686254
"5" "1990-04-01" "583314" 0 1 1 2 0.000244140625
"6" "1990-04-01" "2977" 0 0 3 3 0.000256081946222791
"7" "1990-04-01" "438567" 0 2 0 2 0.000240384615384615
"8" "1990-04-01" "1311127" 1 1 3 4 0.000252016129032258
"9" "1990-04-01" "375336" 0 0 5 5 0.000273897562311695
"10" "1990-04-01" "876714" 0.333333333333333 1 2 3 0.000251698968034231
"11" "1990-04-01" "7080" 0 6 0 6 0.000240384615384615
"12" "1990-04-01" "14249" 0 0 2 2 0.000251762336354481
"13" "1990-04-01" "4395" 12.5 4 6 10 0.00026476039184538
"14" "1990-04-01" "1457948" 0 1 1 2 0.000244140625
"15" "1990-04-01" "353196" 0.25 1 3 4 0.000252016129032258
"16" "1990-04-01" "445738" 0 0 4 4 0.000256147540983607
"17" "1990-04-01" "608443" 0 1 0 1 0.000240384615384615
"18" "1990-04-01" "610623" 2 1 3 4 0.000251952632905014
"19" "1990-04-01" "857269" 0 2 0 2 0.000240384615384615
"20" "1990-04-01" "35132" 0 4 2 6 0.000248015873015873
"21" "1990-04-01" "1465419" 0 7 0 7 0.000240384615384615
"22" "1990-04-01" "514363" 0 0 1 1 0.000251509054325956
"23" "1990-04-01" "813747" 0 0 3 3 0.000252016129032258
"24" "1990-04-01" "640586" 0 0 2 2 0.000248015873015873
"25" "1990-04-01" "1573691" 0 8 0 8 0.000240384615384615
"26" "1990-04-01" "14787" 0 0 2 2 0.000247954376394743
"27" "1990-04-01" "841680" 0 2 0 2 0.000240384615384615
"28" "1990-04-01" "554829" 5.33333333333333 4 2 6 0.000247954376394743
"29" "1990-04-01" "2118" 0 0 2 2 0.000251889168765743
"30" "1990-04-01" "347713" 0 0 1 1 0.000244140625
"31" "1990-04-01" "24009" 0 0 2 2 0.000248015873015873
"32" "1990-04-01" "5066" 0 0 1 1 0.000244140625
"33" "1990-04-01" "5067" 0.5 3 1 4 0.000244140625
"34" "1990-04-01" "864349" 0 0 3 3 0.000252016129032258
"35" "1990-04-01" "339" 0 1 0 1 0.000240384615384615
"36" "1990-04-01" "1573742" 0 6 1 7 0.000244140625
"37" "1990-04-01" "5079" 0 1 2 3 0.000248015873015873
"38" "1990-04-01" "5719" 3 3 3 6 0.000252016129032258
"39" "1990-04-01" "1573744" 0 1 3 4 0.000252016129032258
"40" "1990-04-01" "14809" 0 19 0 19 0.000240384615384615
"41" "1990-04-01" "1465456" 0 3 2 5 0.000248015873015873
"42" "1990-04-01" "8411" 0 1 1 2 0.000244140625
"43" "1990-04-01" "1244" 0 0 1 1 0.000244140625
"44" "1990-04-01" "11486" 0.25 12 1 13 0.000244140625
"45" "1990-04-01" "10974" 0 0 3 3 0.000269106566200215
"46" "1990-04-01" "374760" 0 0 1 1 0.000244140625
"47" "1990-04-01" "609004" 0 1 0 1 0.000240384615384615
"48" "1990-04-01" "1302738" 0 0 3 3 0.000251952632905014
"49" "1990-04-01" "353127" 0 1 0 1 0.000240384615384615
"50" "1990-04-01" "585324" 0 0 4 4 0.000256147540983607
"51" "1990-04-01" "552290" 0 0 3 3 0.000252016129032258
"52" "1990-04-01" "354539" 0 0 2 2 0.000256016385048643
"53" "1990-04-01" "521449" 0 0 1 1 0.000244140625
"54" "1990-04-01" "574568" 0 0 3 3 0.000252016129032258
"55" "1990-04-01" "3185" 0 1 0 1 0.000240384615384615
"56" "1990-04-01" "882" 0 1 0 1 0.000240384615384615
"57" "1990-04-01" "14964" 0 1 4 5 0.000269179004037685
"58" "1990-04-01" "935932" 0 0 4 4 0.000256147540983607
"59" "1990-04-01" "365945" 0 2 0 2 0.000240384615384615
"60" "1990-04-01" "833293" 0.25 8 2 10 0.000248015873015873
"61" "1990-04-01" "620041" 1.5 7 2 9 0.000247954376394743
"62" "1990-04-01" "14851" 0 0 4 4 0.000269179004037685
"63" "1990-04-01" "1733120" 0 0 4 4 0.000256147540983607
"64" "1990-04-01" "700679" 0 0 4 4 0.000256147540983607
"65" "1990-04-01" "642439" 2 5 1 6 0.000247831474597274
