"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "2003-10-01" "40849" 109785.636470339 95 138 233 9.04677726653434e-07
"2" "2003-10-01" "245651" 0 3 0 3 2.26649441309127e-07
"3" "2003-10-01" "298897" 0 1 0 1 2.26649441309127e-07
"4" "2003-10-01" "65430" 1239.38627857281 6 3 9 9.03708911744691e-07
"5" "2003-10-01" "262033" 0 0 5 5 9.05577269286079e-07
"6" "2003-10-01" "331678" 0 0 3 3 9.05569888714516e-07
"7" "2003-10-01" "229274" 0 1 1 2 9.03142484274032e-07
"8" "2003-10-01" "225177" 12375.5467399692 35 4 39 9.03547236094182e-07
"9" "2003-10-01" "237471" 2989.73018223254 9 7 16 9.03034829150325e-07
"10" "2003-10-01" "229278" 0 4 0 4 2.26649441309127e-07
"11" "2003-10-01" "192414" 0 1 0 1 2.26649441309127e-07
"12" "2003-10-01" "266140" 0 1 0 1 2.26649441309127e-07
"13" "2003-10-01" "311207" 1738.72897398572 13 4 17 9.0309354694506e-07
"14" "2003-10-01" "159656" 0 1 0 1 2.26649441309127e-07
"15" "2003-10-01" "257964" 0 2 0 2 2.26649441309127e-07
"16" "2003-10-01" "73644" 0 1 1 2 2.26757369614512e-07
"17" "2003-10-01" "315306" 27.2501498165721 1 2 3 9.02641942702095e-07
"18" "2003-10-01" "171950" 1911.16085207423 13 1 14 9.03530908437081e-07
"19" "2003-10-01" "44977" 45447.7682316601 41 60 101 9.04359464800069e-07
"20" "2003-10-01" "237490" 0 0 1 1 9.04581979098729e-07
"21" "2003-10-01" "307121" 0 2 3 5 9.01726264761259e-07
"22" "2003-10-01" "249787" 0 8 0 8 2.26649441309127e-07
"23" "2003-10-01" "282558" 1621.47726766031 5 6 11 9.03742397267083e-07
"24" "2003-10-01" "274368" 1398.75254768008 1 5 6 9.02904372495005e-07
"25" "2003-10-01" "335801" 0 2 0 2 2.26649441309127e-07
"26" "2003-10-01" "249796" 2115.25568094369 6 3 9 9.03148193974557e-07
"27" "2003-10-01" "229316" 293.174656351291 9 16 25 9.03762816486441e-07
"28" "2003-10-01" "110529" 1754.11886507408 3 2 5 9.02804109564307e-07
"29" "2003-10-01" "327621" 0 0 3 3 9.05396889780604e-07
"30" "2003-10-01" "323527" 0 2 2 4 9.05056004865581e-07
"31" "2003-10-01" "278477" 451.982235559285 2 5 7 9.02945136150582e-07
"32" "2003-10-01" "40906" 39684.2303573437 46 48 94 9.0439872407428e-07
"33" "2003-10-01" "2305963" 0 4 0 4 2.26649441309127e-07
"34" "2003-10-01" "323534" 0 1 0 1 2.26649441309127e-07
"35" "2003-10-01" "217037" 1 6 2 8 2.2686540075773e-07
"36" "2003-10-01" "225236" 0 1 0 1 2.26649441309127e-07
"37" "2003-10-01" "282583" 45.8589895559916 5 7 12 9.0182303526579e-07
"38" "2003-10-01" "171985" 0 8 0 8 2.26649441309127e-07
"39" "2003-10-01" "221138" 0 0 4 4 9.03209373868166e-07
"40" "2003-10-01" "40918" 22258.1138588816 22 35 57 9.04433078735422e-07
"41" "2003-10-01" "237525" 0 0 1 1 2.26757369614512e-07
"42" "2003-10-01" "40922" 54519.1186673787 105 190 295 9.04295675748508e-07
"43" "2003-10-01" "253913" 0 0 3 3 2.26973534885832e-07
"44" "2003-10-01" "45021" 4974.80328001307 16 14 30 9.03837967159951e-07
"45" "2003-10-01" "171999" 365.47149227653 5 4 9 9.03225689906363e-07
"46" "2003-10-01" "65504" 0 0 1 1 9.04657266071463e-07
"47" "2003-10-01" "298972" 18.8662797504225 1 1 2 9.0252870492546e-07
"48" "2003-10-01" "307175" 0 1 2 3 9.00991000000901e-07
"49" "2003-10-01" "147426" 2082.88878293789 15 8 23 9.03674612075081e-07
"50" "2003-10-01" "204769" 2394.52794834514 23 8 31 9.03448462782441e-07
"51" "2003-10-01" "217057" 0 1 0 1 2.26649441309127e-07
"52" "2003-10-01" "331746" 71.7411530824021 3 2 5 9.0206464556076e-07
"53" "2003-10-01" "212968" 204.145041774359 2 1 3 9.03500703827048e-07
"54" "2003-10-01" "204779" 15313.2985405307 53 73 126 9.04191833339361e-07
"55" "2003-10-01" "315376" 11 6 4 10 9.01740900983439e-07
"56" "2003-10-01" "258032" 12114.2497370282 18 20 38 9.03882900162518e-07
