"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"63" "1986-07-01" "16879" 0 2 2 4 0.000146563095412575
"64" "1986-07-01" "23279" 0 3 0 3 0.000109649122807018
"65" "1986-07-01" "393577" 0 0 1 1 0.000149120190873844
"66" "1986-07-01" "391275" 2 2 1 3 0.000110803324099723
"67" "1986-07-01" "24689" 0 1 5 6 0.000131233595800525
"68" "1986-07-01" "918783" 0 0 1 1 0.000113147770988912
"69" "1986-07-01" "926463" 4.5 1 1 2 0.000113147770988912
"70" "1986-07-01" "21234" 0 0 1 1 0.000110791048083315
"71" "1986-07-01" "509174" 0 0 1 1 0.000110803324099723
"72" "1986-07-01" "926459" 0 2 0 2 0.000109649122807018
"73" "1986-07-01" "926586" 0 0 2 2 0.000111982082866741
"74" "1986-07-01" "391934" 0 0 1 1 0.000110803324099723
"75" "1986-07-01" "17530" 0 2 0 2 0.000109649122807018
"76" "1986-07-01" "463999" 0 0 5 5 0.000115673799884326
"77" "1986-07-01" "16636" 37.1666666666667 6 9 15 0.000129684865776164
"78" "1986-07-01" "1093644" 0 0 1 1 0.000111969544283955
"79" "1986-07-01" "497787" 0 3 1 4 0.000110803324099723
"80" "1986-07-01" "22913" 0 1 0 1 0.000109649122807018
"81" "1986-07-01" "33666" 13.1611111111111 14 4 18 0.000115660421003932
"82" "1986-07-01" "17794" 5.16666666666667 5 1 6 0.000113147770988912
"83" "1986-07-01" "934669" 0 1 0 1 0.000109649122807018
"84" "1986-07-01" "926477" 0 0 2 2 0.000123655249165327
"85" "1986-07-01" "924942" 0 0 2 2 0.000153775180685837
"86" "1986-07-01" "16648" 0 0 1 1 0.000110803324099723
"87" "1986-07-01" "336771" 0 3 1 4 0.000110803324099723
"88" "1986-07-01" "341134" 0 1 2 3 0.000111982082866741
"89" "1986-07-01" "919431" 0 0 1 1 0.000110803324099723
"90" "1986-07-01" "926472" 0 0 2 2 0.0001312163758037
"91" "1986-07-01" "926470" 0 0 1 1 0.000110803324099723
"92" "1986-07-01" "926467" 0 6 0 6 0.000109649122807018
"93" "1986-07-01" "918659" 10.5 6 3 9 0.000115633672525439
"94" "1986-07-01" "399499" 0 0 4 4 0.000152462265589267
"95" "1986-07-01" "920068" 0 1 0 1 0.000109649122807018
"96" "1986-07-01" "347148" 8.5 2 5 7 0.000131337010769635
