"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1990-01-01" "26833" 0 1 0 1 0.000580720092915215
"2" "1990-01-01" "339" 0 1 0 1 0.000580720092915215
"3" "1990-01-01" "1573742" 0 4 1 5 0.000594883997620464
"4" "1990-01-01" "5719" 0 1 1 2 0.000609384521633151
"5" "1990-01-01" "29977" 0 0 2 2 0.000625
"6" "1990-01-01" "1244" 0 0 1 1 0.000594883997620464
"7" "1990-01-01" "4574" 0 0 3 3 0.000625390869293308
"8" "1990-01-01" "2977" 0 0 3 3 0.00064143681847338
"9" "1990-01-01" "609004" 0.333333333333333 2 2 4 0.000625
"10" "1990-01-01" "1311127" 1 1 3 4 0.000625390869293308
"11" "1990-01-01" "353127" 2 2 1 3 0.000594883997620464
"12" "1990-01-01" "614894" 0 6 1 7 0.000594883997620464
"13" "1990-01-01" "389921" 0 1 0 1 0.000580720092915215
"14" "1990-01-01" "440420" 0 2 0 2 0.000580720092915215
"15" "1990-01-01" "622064" 0 0 2 2 0.000609756097560976
"16" "1990-01-01" "356206" 1.5 1 4 5 0.000641848523748395
"17" "1990-01-01" "552290" 0 0 3 3 0.000625390869293308
"18" "1990-01-01" "621985" 0 0 1 1 0.000594883997620464
"19" "1990-01-01" "1890008" 0 7 0 7 0.000580720092915215
"20" "1990-01-01" "27056" 0 2 1 3 0.000594883997620464
"21" "1990-01-01" "354539" 0 0 2 2 0.000641025641025641
"22" "1990-01-01" "3185" 0 1 0 1 0.000580720092915215
"23" "1990-01-01" "882" 0.333333333333333 1 3 4 0.000625390869293308
"24" "1990-01-01" "1009599" 0 1 0 1 0.000580720092915215
"25" "1990-01-01" "363639" 0 4 2 6 0.000609756097560976
"26" "1990-01-01" "1618573" 0 0 3 3 0.000625390869293308
"27" "1990-01-01" "1890058" 0 0 2 2 0.000609756097560976
"28" "1990-01-01" "610623" 5 4 3 7 0.000625
"29" "1990-01-01" "35132" 0 2 2 4 0.000609756097560976
"30" "1990-01-01" "838520" 0 0 1 1 0.000594883997620464
"31" "1990-01-01" "1672328" 0 0 2 2 0.000609756097560976
"32" "1990-01-01" "379653" 0 1 0 1 0.000580720092915215
"33" "1990-01-01" "1573691" 0 6 0 6 0.000580720092915215
"34" "1990-01-01" "841680" 0 5 0 5 0.000580720092915215
"35" "1990-01-01" "2884" 0 0 3 3 0.000625390869293308
"36" "1990-01-01" "14788" 0 0 2 2 0.000641025641025641
"37" "1990-01-01" "418950" 0 1 4 5 0.000640614990390775
"38" "1990-01-01" "347713" 0 0 1 1 0.000594883997620464
"39" "1990-01-01" "355841" 0 0 1 1 0.000594883997620464
"40" "1990-01-01" "915404" 0 0 1 1 0.000594883997620464
"41" "1990-01-01" "5066" 0 0 1 1 0.000594883997620464
"42" "1990-01-01" "621633" 0 5 0 5 0.000580720092915215
