"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1989-07-01" "622748" 0 0 1 1 0.000434027777777778
"2" "1989-07-01" "1653420" 0 0 1 1 0.000434027777777778
"3" "1989-07-01" "1653422" 0 0 1 1 0.000434027777777778
"4" "1989-07-01" "507411" 0 1 1 2 0.000434027777777778
"5" "1989-07-01" "1175" 0 0 2 2 0.000443262411347518
"6" "1989-07-01" "1688" 0 0 1 1 0.000434027777777778
"7" "1989-07-01" "1164327" 0 2 0 2 0.000425170068027211
"8" "1989-07-01" "29977" 0 0 1 1 0.000434027777777778
"9" "1989-07-01" "708497" 0 2 0 2 0.000425170068027211
"10" "1989-07-01" "928" 0 1 0 1 0.000425170068027211
"11" "1989-07-01" "446245" 0 0 3 3 0.000452898550724638
"12" "1989-07-01" "876714" 0 0 2 2 0.000443262411347518
"13" "1989-07-01" "1362848" 0 0 2 2 0.000443066016836509
"14" "1989-07-01" "846655" 0 0 1 1 0.000434027777777778
"15" "1989-07-01" "551987" 0 0 1 1 0.000434027777777778
"16" "1989-07-01" "2533032" 0 1 0 1 0.000425170068027211
"17" "1989-07-01" "509382" 0 0 1 1 0.000434027777777778
"18" "1989-07-01" "737488" 0 1 0 1 0.000425170068027211
"19" "1989-07-01" "24009" 0 0 1 1 0.000434027777777778
"20" "1989-07-01" "14922" 0 0 2 2 0.000443262411347518
"21" "1989-07-01" "533318" 0 0 6 6 0.000484261501210654
"22" "1989-07-01" "29006" 0 1 0 1 0.000425170068027211
"23" "1989-07-01" "32210" 0 1 0 1 0.000425170068027211
"24" "1989-07-01" "864349" 0 0 2 2 0.000443066016836509
"25" "1989-07-01" "2010352" 0 0 1 1 0.000434027777777778
"26" "1989-07-01" "1750" 0 4 0 4 0.000425170068027211
"27" "1989-07-01" "702418" 0 1 0 1 0.000425170068027211
"28" "1989-07-01" "1215216" 0 3 0 3 0.000425170068027211
"29" "1989-07-01" "843757" 0 1 0 1 0.000425170068027211
"30" "1989-07-01" "2131459" 0 0 1 1 0.000434027777777778
"31" "1989-07-01" "389095" 0.5 1 1 2 0.000434027777777778
"32" "1989-07-01" "3429" 0 0 1 1 0.000434027777777778
"33" "1989-07-01" "16999" 0 1 0 1 0.000425170068027211
"34" "1989-07-01" "1807826" 0 2 0 2 0.000425170068027211
"35" "1989-07-01" "721121" 0 2 0 2 0.000425170068027211
"36" "1989-07-01" "649212" 0 8 0 8 0.000425170068027211
"37" "1989-07-01" "382712" 0 0 2 2 0.000443262411347518
"38" "1989-07-01" "812288" 0 0 0 0 0.000425170068027211
"39" "1989-07-01" "866298" 0 1 0 1 0.000425170068027211
"40" "1989-07-01" "848246" 0 1 0 1 0.000425170068027211
"41" "1989-07-01" "557812" 0 0 1 1 0.000434027777777778
"42" "1989-07-01" "14846" 0 1 1 2 0.000434027777777778
"43" "1989-07-01" "14975" 0 1 0 1 0.000425170068027211
"44" "1989-07-01" "614025" 0 0 1 1 0.000434027777777778
"45" "1989-07-01" "3588" 0 2 0 2 0.000425170068027211
"46" "1989-07-01" "513797" 0 0 1 1 0.000434027777777778
"47" "1989-07-01" "509955" 0 0 1 1 0.000434027777777778
"48" "1989-07-01" "1388145" 0.5 1 1 2 0.000434027777777778
"49" "1989-07-01" "696077" 0 1 0 1 0.000425170068027211
