"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"79" "1987-07-01" "448118" 0 0 1 1 0.000126246686024492
"80" "1987-07-01" "391154" 0 0 2 2 0.00014194464158978
"81" "1987-07-01" "585853" 1 2 4 6 0.000130650640188137
"82" "1987-07-01" "1028218" 0 1 0 1 0.000124843945068664
"83" "1987-07-01" "16636" 0 0 2 2 0.000127681307456588
"84" "1987-07-01" "399482" 0 0 3 3 0.000129148908691722
"85" "1987-07-01" "17537" 0 0 1 1 0.000139703827884884
"86" "1987-07-01" "31747" 14.0666666666667 1 2 3 0.000138350857775318
"87" "1987-07-01" "487558" 0 1 0 1 0.000124843945068664
"88" "1987-07-01" "24072" 0 0 3 3 0.000143781452192667
"89" "1987-07-01" "15243" 0 0 2 2 0.000140036409466461
"90" "1987-07-01" "347148" 0 0 3 3 0.000153233220962305
