"mon" "ids" "betweenness" "indegree" "outdegree" "alldegree" "closeness"
"1" "1990-10-01" "790940" 0 19 0 19 6.24921884764404e-05
"2" "1990-10-01" "1562543" 0 0 4 4 7.26532984597501e-05
"3" "1990-10-01" "388250" 0 0 2 2 6.34920634920635e-05
"4" "1990-10-01" "15006" 0 2 1 3 6.29881582262535e-05
"5" "1990-10-01" "573079" 0 2 0 2 6.24921884764404e-05
"6" "1990-10-01" "1423254" 0 1 2 3 6.34920634920635e-05
"7" "1990-10-01" "2977" 34 4 3 7 7.19010641357492e-05
"8" "1990-10-01" "642474" 0 0 2 2 6.34920634920635e-05
"9" "1990-10-01" "2471" 0 0 1 1 6.2984190968067e-05
"10" "1990-10-01" "1193" 93.5 13 4 17 7.20046082949309e-05
"11" "1990-10-01" "877479" 4.83333333333333 4 2 6 7.19476221310886e-05
"12" "1990-10-01" "358575" 0 1 1 2 6.29881582262535e-05
"13" "1990-10-01" "685" 0 0 1 1 6.29881582262535e-05
"14" "1990-10-01" "458411" 1 4 2 6 6.34920634920635e-05
"15" "1990-10-01" "2479" 0 1 0 1 6.24921884764404e-05
"16" "1990-10-01" "376504" 0 5 0 5 6.24921884764404e-05
"17" "1990-10-01" "350136" 0 1 0 1 6.24921884764404e-05
"18" "1990-10-01" "1206" 6 10 1 11 6.29881582262535e-05
"19" "1990-10-01" "1208" 22.8333333333333 2 2 4 7.19838756118629e-05
"20" "1990-10-01" "1454274" 0 0 3 3 7.52615338300595e-05
"21" "1990-10-01" "701" 0 2 0 2 6.24921884764404e-05
"22" "1990-10-01" "6346" 1.5 4 2 6 6.34920634920635e-05
"23" "1990-10-01" "366032" 0 0 4 4 6.45244547683572e-05
"24" "1990-10-01" "1527484" 0 1 0 1 6.24921884764404e-05
"25" "1990-10-01" "26833" 0 1 0 1 6.24921884764404e-05
"26" "1990-10-01" "890333" 273.833333333333 9 8 17 7.20616848021907e-05
"27" "1990-10-01" "380882" 185.833333333333 15 8 23 7.20461095100865e-05
"28" "1990-10-01" "375252" 0 2 1 3 6.29881582262535e-05
"29" "1990-10-01" "402385" 0 0 4 4 7.33352889410384e-05
"30" "1990-10-01" "730" 0 0 3 3 6.40040962621608e-05
"31" "1990-10-01" "375261" 320.5 12 8 20 7.20564922899553e-05
"32" "1990-10-01" "1454317" 0 0 2 2 7.25163161711385e-05
"33" "1990-10-01" "446174" 0 1 0 1 6.24921884764404e-05
"34" "1990-10-01" "355546" 0 0 2 2 6.34920634920635e-05
"35" "1990-10-01" "11486" 0 2 6 8 6.66666666666667e-05
"36" "1990-10-01" "991" 81.8333333333333 12 3 15 7.1999424004608e-05
"37" "1990-10-01" "374748" 0 2 0 2 6.24921884764404e-05
"38" "1990-10-01" "414949" 0 1 1 2 6.34880325058726e-05
"39" "1990-10-01" "2279" 56 3 4 7 7.39590266992086e-05
"40" "1990-10-01" "374756" 0 0 1 1 6.29881582262535e-05
"41" "1990-10-01" "1527505" 0 0 1 1 6.29881582262535e-05
"42" "1990-10-01" "400111" 0 0 1 1 6.34880325058726e-05
"43" "1990-10-01" "1185241" 0 2 0 2 6.24921884764404e-05
"44" "1990-10-01" "359402" 0 0 2 2 6.34920634920635e-05
"45" "1990-10-01" "375273" 53.3333333333333 6 2 8 7.1999424004608e-05
"46" "1990-10-01" "375017" 0 0 1 1 6.29881582262535e-05
"47" "1990-10-01" "412906" 0 1 1 2 7.32225232481511e-05
"48" "1990-10-01" "445939" 0 1 0 1 6.24921884764404e-05
"49" "1990-10-01" "957945" 0 0 1 1 6.29881582262535e-05
"50" "1990-10-01" "363776" 0 1 0 1 6.24921884764404e-05
"51" "1990-10-01" "1423114" 0 0 2 2 6.4e-05
"52" "1990-10-01" "7934" 0 0 2 2 6.4e-05
"53" "1990-10-01" "32510" 0 0 3 3 6.40040962621608e-05
"54" "1990-10-01" "12547" 0 0 3 3 7.25847426870872e-05
"55" "1990-10-01" "14851" 0 0 2 2 7.39043677481339e-05
"56" "1990-10-01" "413445" 0 0 1 1 7.45434215430488e-05
"57" "1990-10-01" "363778" 0 2 0 2 6.24921884764404e-05
"58" "1990-10-01" "2062072" 0 5 0 5 6.24921884764404e-05
"59" "1990-10-01" "1185276" 0 9 0 9 6.24921884764404e-05
"60" "1990-10-01" "400397" 0 1 1 2 6.29881582262535e-05
"61" "1990-10-01" "368650" 0 0 1 1 6.29881582262535e-05
